"PGN","Parameter Group Label","PGN Length","Transmission Rate","Acronym","pos","SPN length","SPN","Name","Description","Data Range","Operational Range","Resolution","Ofset","Units","Date SPN was added to PGN","Status of SPN addition to PGN","Date SPN was added_or_modified","Status of SPN","SPN Doc","PGN Doc"
64885,"Engine Spark Voltage 3","8","On request","ESV3","1-2",16,1302,"Engine Spark Plug 9","The measured voltage of the spark event on Cylinder #9","0 to 64,255 Volts",,"1 V/bit",0,"Volts",9 de fev de 06,"Published",09/02/2006,"Published","J1939-71","J1939-71"
64885,"Engine Spark Voltage 3","8","On request","ESV3","3-4",16,1303,"Engine Spark Plug 10","The measured voltage of the spark event on Cylinder #10","0 to 64,255 Volts",,"1 V/bit",0,"Volts",9 de fev de 06,"Published",09/02/2006,"Published","J1939-71","J1939-71"
64885,"Engine Spark Voltage 3","8","On request","ESV3","5-6",16,1304,"Engine Spark Plug 11","The measured voltage of the spark event on Cylinder #11","0 to 64,255 Volts",,"1 V/bit",0,"Volts",9 de fev de 06,"Published",09/02/2006,"Published","J1939-71","J1939-71"
64885,"Engine Spark Voltage 3","8","On request","ESV3","7-8",16,1305,"Engine Spark Plug 12","The measured voltage of the spark event on Cylinder #12","0 to 64,255 Volts",,"1 V/bit",0,"Volts",9 de fev de 06,"Published",09/02/2006,"Published","J1939-71","J1939-71"
64886,"Engine Spark Voltage 2","8","On request","ESV2","1-2",16,1298,"Engine Spark Plug 5","The measured voltage of the spark event on Cylinder #5","0 to 64,255 Volts",,"1 V/bit",0,"Volts",9 de fev de 06,"Published",09/02/2006,"Published","J1939-71","J1939-71"
64886,"Engine Spark Voltage 2","8","On request","ESV2","3-4",16,1299,"Engine Spark Plug 6","The measured voltage of the spark event on Cylinder #6","0 to 64,255 Volts",,"1 V/bit",0,"Volts",9 de fev de 06,"Published",09/02/2006,"Published","J1939-71","J1939-71"
64886,"Engine Spark Voltage 2","8","On request","ESV2","5-6",16,1300,"Engine Spark Plug 7","The measured voltage of the spark event on Cylinder #7","0 to 64,255 Volts",,"1 V/bit",0,"Volts",9 de fev de 06,"Published",09/02/2006,"Published","J1939-71","J1939-71"
64886,"Engine Spark Voltage 2","8","On request","ESV2","7-8",16,1301,"Engine Spark Plug 8","The measured voltage of the spark event on Cylinder #8","0 to 64,255 Volts",,"1 V/bit",0,"Volts",9 de fev de 06,"Published",09/02/2006,"Published","J1939-71","J1939-71"
64887,"Engine Spark Voltage 1","8","On request","ESV1","1-2",16,1294,"Engine Spark Plug 1","The measured voltage of the spark event on Cylinder #1","0 to 64,255 Volts",,"1 V/bit",0,"Volts",9 de fev de 06,"Published",09/02/2006,"Published","J1939-71","J1939-71"
64887,"Engine Spark Voltage 1","8","On request","ESV1","3-4",16,1295,"Engine Spark Plug 2","The measured voltage of the spark event on Cylinder #2","0 to 64,255 Volts",,"1 V/bit",0,"Volts",9 de fev de 06,"Published",09/02/2006,"Published","J1939-71","J1939-71"
64887,"Engine Spark Voltage 1","8","On request","ESV1","5-6",16,1296,"Engine Spark Plug 3","The measured voltage of the spark event on Cylinder #3","0 to 64,255 Volts",,"1 V/bit",0,"Volts",9 de fev de 06,"Published",09/02/2006,"Published","J1939-71","J1939-71"
64887,"Engine Spark Voltage 1","8","On request","ESV1","7-8",16,1297,"Engine Spark Plug 4","The measured voltage of the spark event on Cylinder #4","0 to 64,255 Volts",,"1 V/bit",0,"Volts",9 de fev de 06,"Published",09/02/2006,"Published","J1939-71","J1939-71"
64888,"Aftertreatment 2 Trip Information","32","On request","AT2TI","01-04",32,3741,"Aftertreatment 2 Trip Fuel Used","Total amount of fuel used by aftertreatment device 2 during the current trip period.

NOTE: This SPN needs to be reset by the reset PGN 56832.","0 to 2,105,540,607.5 L",,"0.5 L/bit",0,"liters",17 de nov de 05,"Published",17/11/2005,"Published","J1939-71","J1939-71"
64888,"Aftertreatment 2 Trip Information","32","On request","AT2TI","05-08",32,3742,"Aftertreatment 2 Trip Active Regeneration Time","Total amount of time that aftertreatment device 2 has been in active regeneration during the current trip period.

NOTE: This SPN needs to be reset by the reset PGN 56832.","0 to 4,211,081,215 s",,"1 s/bit",0,"Seconds",17 de nov de 05,"Published",17/11/2005,"Published","J1939-71","J1939-71"
64888,"Aftertreatment 2 Trip Information","32","On request","AT2TI","09-12",32,3743,"Aftertreatment 2 Trip Disabled Time","Total amount of time that aftertreatment 2 regeneration has been manually disabled during the current trip period.

NOTE: This SPN needs to be reset by the reset PGN 56832.","0 to 4,211,081,215 s",,"1 s/bit",0,"Seconds",17 de nov de 05,"Published",17/11/2005,"Published","J1939-71","J1939-71"
64888,"Aftertreatment 2 Trip Information","32","On request","AT2TI","13-16",32,3744,"Aftertreatment 2 Trip Number of Active Regenerations","Total number of active regenerations by aftertreatment device 2 during the current trip period.

NOTE: This SPN needs to be reset by the reset PGN 56832.","0 to 4,294,967,295 counts",,"1 count/bit",0,"count",17 de nov de 05,"Published",17/11/2005,"Published","J1939-71","J1939-71"
64888,"Aftertreatment 2 Trip Information","32","On request","AT2TI","17-20",32,3745,"Aftertreatment 2 Trip Passive Regeneration Time","Total amount of time that aftertreatment device 2 has been in passive regeneration during the current trip period.

NOTE: This SPN needs to be reset by the reset PGN 56832.","0 to 4,211,081,215 s",,"1 s/bit",0,"Seconds",17 de nov de 05,"Published",17/11/2005,"Published","J1939-71","J1939-71"
64888,"Aftertreatment 2 Trip Information","32","On request","AT2TI","21-24",32,3746,"Aftertreatment 2 Trip Number of Passive Regenerations","Total number of passive regenerations by aftertreatment device 2 during the current trip period.

NOTE: This SPN needs to be reset by the reset PGN 56832.","0 to 4,294,967,295 counts",,"1 count/bit",0,"count",17 de nov de 05,"Published",17/11/2005,"Published","J1939-71","J1939-71"
64888,"Aftertreatment 2 Trip Information","32","On request","AT2TI","25-28",32,3747,"Aftertreatment 2 Trip Number of Active Regeneration Inhibit Requests","Total number of aftertreatment device 2 active regeneration inhibit requests by the operator during the current trip period.

NOTE: This SPN needs to be reset by the reset PGN 56832.","0 to 4,294,967,295 counts",,"1 count/bit",0,"count",17 de nov de 05,"Published",17/11/2005,"Published","J1939-71","J1939-71"
64888,"Aftertreatment 2 Trip Information","32","On request","AT2TI","29-32",32,3748,"Aftertreatment 2 Trip Number of Active Regeneration Manual Requests","Total number of aftertreatment device 2 active regeneration manual requests by the operator during the current trip period.

NOTE: This SPN needs to be reset by the reset PGN 56832.","0 to 4,294,967,295 counts",,"1 count/bit",0,"count",17 de nov de 05,"Published",17/11/2005,"Published","J1939-71","J1939-71"
64889,"Aftertreatment 1 Trip Information","32","On request","AT1TI","01-04",32,3733,"Aftertreatment 1 Trip Fuel Used","Total amount of fuel used by aftertreatment device 1 during the current trip period.

NOTE: This SPN needs to be reset by the reset PGN 56832.","0 to 2,105,540,607.5 L",,"0.5 L/bit",0,"liters",17 de nov de 05,"Published",17/11/2005,"Published","J1939-71","J1939-71"
64889,"Aftertreatment 1 Trip Information","32","On request","AT1TI","05-08",32,3734,"Aftertreatment 1 Trip Active Regeneration Time","Total amount of time that aftertreatment device 1 has been in active regeneration during the current trip period.

NOTE: This SPN needs to be reset by the reset PGN 56832.","0 to 4,211,081,215 s",,"1 s/bit",0,"Seconds",17 de nov de 05,"Published",17/11/2005,"Published","J1939-71","J1939-71"
64889,"Aftertreatment 1 Trip Information","32","On request","AT1TI","09-12",32,3735,"Aftertreatment 1 Trip Disabled Time","Total amount of time that aftertreatment 1 regeneration has been manually disabled during the current trip period.

NOTE: This SPN needs to be reset by the reset PGN 56832.","0 to 4,211,081,215 s",,"1 s/bit",0,"Seconds",17 de nov de 05,"Published",17/11/2005,"Published","J1939-71","J1939-71"
64889,"Aftertreatment 1 Trip Information","32","On request","AT1TI","13-16",32,3736,"Aftertreatment 1 Trip Number of Active Regenerations","Total number of active regenerations by Aftertreatment device 1 during the current trip period.

NOTE: This SPN needs to be reset by the reset PGN 56832.","0 to 4,294,967,295 counts",,"1 count/bit",0,"count",17 de nov de 05,"Published",17/11/2005,"Published","J1939-71","J1939-71"
64889,"Aftertreatment 1 Trip Information","32","On request","AT1TI","17-20",32,3737,"Aftertreatment 1 Trip Passive Regeneration Time","Total amount of time that aftertreatment device 1 has been in passive regeneration during the current trip period.

NOTE: This SPN needs to be reset by the reset PGN 56832.","0 to 4,211,081,215 s",,"1 s/bit",0,"Seconds",17 de nov de 05,"Published",17/11/2005,"Published","J1939-71","J1939-71"
64889,"Aftertreatment 1 Trip Information","32","On request","AT1TI","21-24",32,3738,"Aftertreatment 1 Trip Number of Passive Regenerations","Total number of passive regenerations by Aftertreatment device 1 during the current trip period.

NOTE: This SPN needs to be reset by the reset PGN 56832.","0 to 4,294,967,295 counts",,"1 count/bit",0,"count",17 de nov de 05,"Published",17/11/2005,"Published","J1939-71","J1939-71"
64889,"Aftertreatment 1 Trip Information","32","On request","AT1TI","25-28",32,3739,"Aftertreatment 1 Trip Number of Active Regeneration Inhibit Requests","Total number of aftertreatment device 1 active regeneration inhibit requests by the operator during the current trip period.

NOTE: This SPN needs to be reset by the reset PGN 56832.","0 to 4,294,967,295 counts",,"1 count/bit",0,"count",17 de nov de 05,"Published",17/11/2005,"Published","J1939-71","J1939-71"
64889,"Aftertreatment 1 Trip Information","32","On request","AT1TI","29-32",32,3740,"Aftertreatment 1 Trip Number of Active Regeneration Manual Requests","Total number of Aftertreatment device 1 active regeneration manual requests by the operator during the current trip period.

NOTE: This SPN needs to be reset by the reset PGN 56832.","0 to 4,294,967,295 counts",,"1 count/bit",0,"count",17 de nov de 05,"Published",17/11/2005,"Published","J1939-71","J1939-71"
64890,"Aftertreatment 2 Service","8","On request","AT2S","1",8,3722,"Diesel Particulate Filter 2 Soot Load Percent","Indicates the soot load percent of diesel particulate filter 2.  100% is the level at which active diesel particulate filter regeneration should be triggered.


100% level is the active regeneration trigger level (and if conditions are not favorable for regeneration, soot loading can continue beyond 100%).  During normal operation and regeneration a value 0% will indicate a fully regenerated diesel particulate filter.  Values of 25%, 50% and 75% will indicate the general level of soot prior to the 100% level where an active regeneration is needed.","0 to 250 %",,"1 %/bit",0,"%",17 de nov de 05,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64890,"Aftertreatment 2 Service","8","On request","AT2S","2",8,3723,"Diesel Particulate Filter 2 Ash Load Percent","Indicates the ash load percent of diesel particulate filter 2.  100% is the level at which diesel particulate filter ash service should be performed.

100% level is the target ash service interval (and if ash service is not immediately performed, ash loading can continue beyond 100%).","0 to 250 %",,"1 %/bit",0,"%",17 de nov de 05,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64890,"Aftertreatment 2 Service","8","On request","AT2S","3-6",32,3724,"Diesel Particulate Filter 2 Time Since Last Active Regeneration","Indicates the time since the last active regeneration event of diesel particulate filter 2.","0 to 4,211,081,215 s",,"1 s/bit",0,"Seconds",17 de nov de 05,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64891,"Aftertreatment 1 Service","8","On request","AT1S","1",8,3719,"Diesel Particulate Filter 1 Soot Load Percent","Indicates the soot load percent of diesel particulate filter 1.  100% is the level at which active diesel particulate filter regeneration should be triggered.

100% level is the active regeneration trigger level (and if conditions are not favorable for regeneration, soot loading can continue beyond 100%).  During normal operation and regeneration a value 0% will indicate a fully regenerated diesel particulate filter.  Values of 25%, 50% and 75% will indicate the general level of soot prior to the 100% level where an active regeneration is needed.","0 to 250 %",,"1 %/bit",0,"%",17 de nov de 05,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64891,"Aftertreatment 1 Service","8","On request","AT1S","2",8,3720,"Diesel Particulate Filter 1 Ash Load Percent","Indicates the ash load percent of diesel particulate filter 1.  100% is the level at which diesel particulate filter ash service should be performed.


100% level is the target ash service interval (and if ash service is not immediately performed, ash loading can continue beyond 100%).","0 to 250 %",,"1 %/bit",0,"%",17 de nov de 05,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64891,"Aftertreatment 1 Service","8","On request","AT1S","3-6",32,3721,"Diesel Particulate Filter 1 Time Since Last Active Regeneration","Indicates the time since the last active regeneration event of diesel particulate filter 1.","0 to 4,211,081,215 s",,"1 s/bit",0,"Seconds",17 de nov de 05,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64892,"Diesel Particulate Filter Control 1","8","1 s and on change","DPFC1","1.1",3,3697,"Diesel Particulate Filter Lamp Command","Command to control the diesel particulate filter lamp.

000 Off
001 On – solid
010 reserved for SAE assignment 
011 reserved for SAE assignment
100 On – fast blink (1 HZ)
101 reserved for SAE assignment
110 reserved for SAE assignment
111 not available

This SPN would be “off” when diesel particulate filter lamp is unlit.  The ""on - solid"" should indicate that diesel particulate filter active regeneration is needed at the lowest level of urgency and that operator intervention is required.  The flashing state indicates a more severe condition requiring regeneration.  

This SPN shall not be used to convey information regarding operator switch feedback from SPNs 3695 and 3696.

The ISO 2575 Symbol F21 is recommended for use with this message.","0 to 7",,"8 states/3 bit",0,"bit",9 de fev de 06,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64892,"Diesel Particulate Filter Control 1","8","1 s and on change","DPFC1","2.1",2,3699,"Diesel Particulate Filter Passive Regeneration Status","Indicates the state of diesel particulate filter passive regeneration.


00 not active
01 active
10 reserved for SAE assignment
11 not available","0 to 3",,"4 states/2 bit",0,"bit",9 de fev de 06,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64892,"Diesel Particulate Filter Control 1","8","1 s and on change","DPFC1","2.3",2,3700,"Diesel Particulate Filter Active Regeneration Status","Indicates the state of diesel particulate filter active regeneration.

00 not active
01 active
10 regeneration needed - automatically initiated active regeneration imminent
11 not available","0 to 3",,"4 states/2 bit",0,"bit",17 de nov de 05,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64892,"Diesel Particulate Filter Control 1","8","1 s and on change","DPFC1","2.5",3,3701,"Diesel Particulate Filter Status","Indicates the state of the diesel particulate filter regeneration need and urgency.

000 Regeneration not needed
001 Regeneration needed - lowest level
010 Regeneration needed - moderate level
011 Regeneration needed - highest level
100 reserved for SAE assignment
101 reserved for SAE assignment
110 reserved for SAE assignment
111 not available","0 to 7",,"8 states/3 bit",0,"bit",17 de nov de 05,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64892,"Diesel Particulate Filter Control 1","8","1 s and on change","DPFC1","3.1",2,3702,"Diesel Particulate Filter Active Regeneration Inhibited Status","Indicates the state of diesel particulate filter active regeneration inhibition.

00 not inhibited
01 inhibited
10 reserved for SAE assignment
11 not available

This SPN indicates the reason for the diesel particulate filter regeneration not being initiated or being exited prior to completion.  When this state becomes active, the system will not initiate an active regeneration or will exit an active regeneration.  If the reason for inhibiting is not covered by SPNs 3703 thru 3717, a request should be submitted to the SAE Truck and Bus J1939 Request Processing Group to have the reason added.","0 to 3",,"4 states/2 bit",0,"bit",9 de fev de 06,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64892,"Diesel Particulate Filter Control 1","8","1 s and on change","DPFC1","3.3",2,3703,"Diesel Particulate Filter Active Regeneration Inhibited Due to Inhibit Switch","Indicates the state of diesel particulate filter active regeneration inhibition due to the Diesel Particulate Filter Regeneration Inhibit Switch.

00 not inhibited
01 inhibited
10 reserved for SAE assignment
11 not available

This SPN indicates the reason for the diesel particulate filter regeneration not being initiated or being exited prior to completion.  When this state becomes active the system will not initiate an active regeneration or will exit an active regeneration.  The state provides information that may be provided to the driver/service technician as to why the regeneration did not initiate or was exited.","0 to 3",,"4 states/2 bit",0,"bit",17 de nov de 05,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64892,"Diesel Particulate Filter Control 1","8","1 s and on change","DPFC1","3.5",2,3704,"Diesel Particulate Filter Active Regeneration Inhibited Due to Clutch Disengaged","Indicates the state of diesel particulate filter active regeneration inhibition due to the clutch being disengaged.

00 not inhibited
01 inhibited
10 reserved for SAE assignment
11 not available

This SPN indicates the reason for the diesel particulate filter regeneration not being initiated or being exited prior to completion.  When this state becomes active the system will not initiate an active regeneration or will exit an active regeneration.  The state provides information that may be provided to the driver/service technician as to why the regeneration did not initiate or was exited.","0 to 3",,"4 states/2 bit",0,"bit",17 de nov de 05,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64892,"Diesel Particulate Filter Control 1","8","1 s and on change","DPFC1","3.7",2,3705,"Diesel Particulate Filter Active Regeneration Inhibited Due to Service Brake Active","Indicates the state of diesel particulate filter active regeneration inhibition due to the service brake being active.

00 not inhibited
01 inhibited
10 reserved for SAE assignment
11 not available

This SPN indicates the reason for the diesel particulate filter regeneration not being initiated or being exited prior to completion.  When this state becomes active the system will not initiate an active regeneration or will exit an active regeneration.  The state provides information that may be provided to the driver/service technician as to why the regeneration did not initiate or was exited.","0 to 3",,"4 states/2 bit",0,"bit",17 de nov de 05,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64892,"Diesel Particulate Filter Control 1","8","1 s and on change","DPFC1","4.1",2,3706,"Diesel Particulate Filter Active Regeneration Inhibited Due to PTO Active","Indicates the state of diesel particulate filter active regeneration inhibition due to the PTO being active.

00 not inhibited
01 inhibited
10 reserved for SAE assignment
11 not available

This SPN indicates the reason for the diesel particulate filter regeneration not being initiated or being exited prior to completion.  When this state becomes active the system will not initiate an active regeneration or will exit an active regeneration.  The state provides information that may be provided to the driver/service technician as to why the regeneration did not initiate or was exited.","0 to 3",,"4 states/2 bit",0,"bit",17 de nov de 05,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64892,"Diesel Particulate Filter Control 1","8","1 s and on change","DPFC1","4.3",2,3707,"Diesel Particulate Filter Active Regeneration Inhibited Due to Accelerator Pedal Off Idle","Indicates the state of diesel particulate filter active regeneration inhibition due to the accelerator pedal being off idle.

00 not inhibited
01 inhibited
10 reserved for SAE assignment
11 not available

This SPN indicates the reason for the diesel particulate filter regeneration not being initiated or being exited prior to completion.  When this state becomes active the system will not initiate an active regeneration or will exit an active regeneration.  The state provides information that may be provided to the driver/service technician as to why the regeneration did not initiate or was exited.","0 to 3",,"4 states/2 bit",0,"bit",17 de nov de 05,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64892,"Diesel Particulate Filter Control 1","8","1 s and on change","DPFC1","4.5",2,3708,"Diesel Particulate Filter Active Regeneration Inhibited Due to Out of Neutral","Indicates the state of diesel particulate filter active regeneration inhibition due to the transmission being out of neutral.

00 not inhibited
01 inhibited
10 reserved for SAE assignment
11 not available

This SPN indicates the reason for the diesel particulate filter regeneration not being initiated or being exited prior to completion.  When this state becomes active the system will not initiate an active regeneration or will exit an active regeneration.  The state provides information that may be provided to the driver/service technician as to why the regeneration did not initiate or was exited.","0 to 3",,"4 states/2 bit",0,"bit",17 de nov de 05,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64892,"Diesel Particulate Filter Control 1","8","1 s and on change","DPFC1","4.7",2,3709,"Diesel Particulate Filter Active Regeneration Inhibited Due to Vehicle Speed Above Allowed Speed","Indicates the state of diesel particulate filter active regeneration inhibition due to the vehicle speed being above an allowed limit.

00 not inhibited
01 inhibited
10 reserved for SAE assignment
11 not available

This SPN indicates the reason for the diesel particulate filter regeneration not being initiated or being exited prior to completion.  When this state becomes active the system will not initiate an active regeneration or will exit an active regeneration.  The state provides information that may be provided to the driver/service technician as to why the regeneration did not initiate or was exited.","0 to 3",,"4 states/2 bit",0,"bit",17 de nov de 05,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64892,"Diesel Particulate Filter Control 1","8","1 s and on change","DPFC1","5.1",2,3710,"Diesel Particulate Filter Active Regeneration Inhibited Due to Parking Brake Not Set","Indicates the state of diesel particulate filter active regeneration inhibition due to the parking brake being not set.

00 not inhibited
01 inhibited
10 reserved for SAE assignment
11 not available

This SPN indicates the reason for the diesel particulate filter regeneration not being initiated or being exited prior to completion.  When this state becomes active the system will not initiate an active regeneration or will exit an active regeneration.  The state provides information that may be provided to the driver/service technician as to why the regeneration did not initiate or was exited.","0 to 3",,"4 states/2 bit",0,"bit",17 de nov de 05,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64892,"Diesel Particulate Filter Control 1","8","1 s and on change","DPFC1","5.3",2,3711,"Diesel Particulate Filter Active Regeneration Inhibited Due to Low Exhaust Gas Temperature","Indicates the state of diesel particulate filter active regeneration inhibition due to the exhaust gas temperature being too low.  This implies that the diesel particulate filter and/or oxidation catalyst are likewise too cold for active regeneration.

00 not inhibited
01 inhibited
10 reserved for SAE assignment
11 not available

This SPN indicates the reason for the diesel particulate filter regeneration not being initiated or being exited prior to completion.  When this state becomes active the system will not initiate an active regeneration or will exit an active regeneration.  The state provides information that may be provided to the driver/service technician as to why the regeneration did not initiate or was exited.","0 to 3",,"4 states/2 bit",0,"bit",17 de nov de 05,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64892,"Diesel Particulate Filter Control 1","8","1 s and on change","DPFC1","5.5",2,3712,"Diesel Particulate Filter Active Regeneration Inhibited Due to System Fault Active","Indicates the state of diesel particulate filter active regeneration inhibition due to a system fault being active.

00 not inhibited
01 inhibited
10 reserved for SAE assignment
11 not available

This SPN indicates the reason for the diesel particulate filter regeneration not being initiated or being exited prior to completion.  When this state becomes active the system will not initiate an active regeneration or will exit an active regeneration.  The state provides information that may be provided to the driver/service technician as to why the regeneration did not initiate or was exited.","0 to 3",,"4 states/2 bit",0,"bit",17 de nov de 05,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64892,"Diesel Particulate Filter Control 1","8","1 s and on change","DPFC1","5.7",2,3713,"Diesel Particulate Filter Active Regeneration Inhibited Due to System Timeout","Indicates the state of diesel particulate filter active regeneration inhibition due to a system timeout.

00 not inhibited
01 inhibited
10 reserved for SAE assignment
11 not available

This SPN indicates the reason for the diesel particulate filter regeneration not being initiated or being exited prior to completion.  When this state becomes active the system will not initiate an active regeneration or will exit an active regeneration.  The state provides information that may be provided to the driver/service technician as to why the regeneration did not initiate or was exited.","0 to 3",,"4 states/2 bit",0,"bit",17 de nov de 05,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64892,"Diesel Particulate Filter Control 1","8","1 s and on change","DPFC1","6.1",2,3714,"Diesel Particulate Filter Active Regeneration Inhibited Due to Temporary System Lockout","Indicates the state of diesel particulate filter active regeneration inhibition due to a temporary system lockout.

00 not inhibited
01 inhibited
10 reserved for SAE assignment
11 not available

This SPN indicates the reason for the diesel particulate filter regeneration not being initiated or being exited prior to completion.  When this state becomes active the system will not initiate an active regeneration or will exit an active regeneration.  The state provides information that may be provided to the driver/service technician as to why the regeneration did not initiate or was exited.","0 to 3",,"4 states/2 bit",0,"bit",17 de nov de 05,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64892,"Diesel Particulate Filter Control 1","8","1 s and on change","DPFC1","6.3",2,3715,"Diesel Particulate Filter Active Regeneration Inhibited Due to Permanent System Lockout","Indicates the state of diesel particulate filter active regeneration inhibition due to a permanent system lockout.

00 not inhibited
01 inhibited
10 reserved for SAE assignment
11 not available

This SPN indicates the reason for the diesel particulate filter regeneration not being initiated or being exited prior to completion.  When this state becomes active the system will not initiate an active regeneration or will exit an active regeneration.  The state provides information that may be provided to the driver/service technician as to why the regeneration did not initiate or was exited.","0 to 3",,"4 states/2 bit",0,"bit",17 de nov de 05,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64892,"Diesel Particulate Filter Control 1","8","1 s and on change","DPFC1","6.5",2,3716,"Diesel Particulate Filter Active Regeneration Inhibited Due to Engine Not Warmed Up","Indicates the state of diesel particulate filter active regeneration inhibition due to the engine not being warmed up.

00 not inhibited
01 inhibited
10 reserved for SAE assignment
11 not available

This SPN indicates the reason for the diesel particulate filter regeneration not being initiated or being exited prior to completion.  When this state becomes active the system will not initiate an active regeneration or will exit an active regeneration.  The state provides information that may be provided to the driver/service technician as to why the regeneration did not initiate or was exited.","0 to 3",,"4 states/2 bit",0,"bit",17 de nov de 05,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64892,"Diesel Particulate Filter Control 1","8","1 s and on change","DPFC1","6.7",2,3717,"Diesel Particulate Filter Active Regeneration Inhibited Due to Vehicle Speed Below Allowed Speed","Indicates the state of diesel particulate filter active regeneration inhibition due to vehicle speed being less than the allowed vehicle speed.

00 not inhibited
01 inhibited
10 reserved for SAE assignment
11 not available

This SPN indicates the reason for the diesel particulate filter regeneration not being initiated or being exited prior to completion.  When this state becomes active the system will not initiate an active regeneration or will exit an active regeneration.  The state provides information that may be provided to the driver/service technician as to why the regeneration did not initiate or was exited.","0 to 3",,"4 states/2 bit",0,"bit",17 de nov de 05,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64892,"Diesel Particulate Filter Control 1","8","1 s and on change","DPFC1","7.1",2,3718,"Diesel Particulate Filter Automatic Active Regeneration Initiation Configuration","Indicates the configuration of diesel particulate filter active regeneration automatic initiation.

00 not enabled
01 enabled
10 reserved for SAE assignment
11 not available","0 to 3",,"4 states/2 bit",0,"bit",17 de nov de 05,"Published",24/02/2007,"Approved","J1939-71","J1939-71"
64892,"Diesel Particulate Filter Control 1","8","1 s and on change","DPFC1","7.3",3,3698,"Exhaust System High Temperature Lamp Command","Command to control the exhaust system high temperature lamp.  This lamp indicates that the exhaust system temperature is high.

000 Off
001 On – solid 
010 reserved for SAE assignment 
011 reserved for SAE assignment
100 reserved for SAE assignment
101 reserved for SAE assignment
110 reserved for SAE assignment
111 not available

This SPN would be “off” when the lamp is unlit.  The ""on - solid"" status indicates that the exhaust gas temperature is high.

This SPN shall not be used to convey information regarding operator switch feedback from SPNs 3695 and 3696.
  
The ISO 2575 Symbol ""to be assigned"" is recommended for use with this message.  This symbol is the ISO exhaust gas symbol with the temperature symbol added to it.","0 to 7",,"8 states/3 bit",0,"bit",9 de fev de 06,"Published",11/05/2006,"Published","J1939-71","J1939-71"
64892,"Diesel Particulate Filter Control 1","8","1 s and on change","DPFC1","7.6",3,4175,"Diesel Particulate Filter Active Regeneration Forced Status","Indicates the forced execution status of diesel particulate filter regeneration.

000 Not Active
001 Active – Forced by Switch (See SPN 3696)
010 Active – Forced by Service Tool 
011 Reserved for SAE Assignment
100 Reserved for SAE Assignment
101 Reserved for SAE Assignment
110 Reserved for SAE Assignment
111 not available

This SPN indicates the forced execution status of diesel particulate filter regeneration.  The SPN would be “Not Active” when the execution of diesel particulate filter regeneration has not been forced.  Either of the states “Active – Forced by Switch” and “Active – Forced by Service Tool” will be active when execution of diesel particulate filter regeneration is forced, providing feedback as to which entity forced the execution of diesel particulate filter regeneration.","0 to 7",,"8 states/3 bit",0,"bit",10 de ago de 06,"Approved",24/02/2007,"Approved","J1939-71","J1939-71"
64894,"Adaptive Front-Lighting System Status","8","On request","AFSS","1.1",3,3691,"Left Headlamp Dynamic Bending Light","This parameter indicates whether the dynamic bending light of the left headlamp is working properly.

000   Dynamic bending light deactivated.  There is no problem but for some reasons (e.g. daylight present) the bending light is deactivated.
001   Dynamic bending light is working properly.  Normal operation mode. Bending light is working properly.
010   Dynamic bending light fail safe position.  Bending light is damaged, current position does not affect oncoming traffic.
011   Dynamic bending light failure.  Bending light does not work, current position may affect oncoming traffic.
100 – 110 Reserved
111   Not available","0 to 7",,"8 states/3 bit",0,"bit",17 de nov de 05,"Published",17/11/2005,"Published","J1939-71","J1939-71"
